txn_id,account_id,product_id,buy_sell,units,unit_price,txn_date
f97e820a-9f93-4e2f-82d7-a248f5a36a12,1310,2,SELL,12.033,0.54,2025-09-08
a54de4a2-6be7-484d-b95b-a23f7ea1840d,7,2,SELL,49.448,0.7,2024-02-20
da929bd8-ddbe-4cab-ba16-e4d913151c12,1133,2,BUY,19.524,2.77,2025-08-31
87cd21de-01d9-484c-843f-f4f3ee94e9cd,1407,3,SELL,39.635,2.64,2025-10-21
34d78202-f299-462c-9c1a-bfa28439be78,1087,5,SELL,47.672,3.73,2023-12-14
cd23d089-bfe6-4aaf-958f-8fa49a2bfe8b,2198,3,SELL,37.233,4.96,2025-10-21
5dbe6d76-827a-40f4-abc3-21bfbb82ec98,1195,2,SELL,9.171,4.12,2025-07-13
8c010ed2-9899-4788-8f4a-8153b423b8f6,2790,1,BUY,22.838,1.92,2025-10-18
2612cc7f-001e-4663-bc16-6737aa11a6f4,2949,5,BUY,34.772,3.79,2024-07-10
4c1d2a57-32de-4398-a6a5-640d5f549a6a,1771,1,BUY,22.761,0.88,2024-05-14
1598615e-de6c-47b4-aa93-f646dfb8d67d,724,1,SELL,48.526,4.95,2024-05-18
87cbfe0a-c314-4b8d-9e5f-9dbf215c2fac,2423,5,BUY,25.247,3.2,2024-08-21
4ff5e7d8-9d81-44a3-b144-473a96a4a654,785,4,SELL,24.391,4.79,2024-11-25
ca9f4f67-9e37-472b-8903-0916f82a025a,650,1,BUY,18.274,0.89,2025-01-30
ca094122-f2cd-4eea-8e4c-a0caf60ce027,776,4,SELL,24.393,0.7,2024-08-24
4280fb54-0d3b-4ee1-a01f-73380f23af90,1938,1,SELL,7.603,1.84,2024-07-12
56f8b8c7-6527-4a80-bc40-cdce1cc4a380,838,4,BUY,33.934,2.52,2024-03-29
abb9e3e8-aeaf-465d-bf67-fb10c8d8671a,1438,4,BUY,3.83,0.54,2023-12-03
32d3cb2f-3358-4798-a20b-6dbfa0654bb2,1494,4,BUY,2.102,1.99,2024-01-08
45e3785d-fd22-4519-9f73-ba9053391593,2571,4,SELL,2.522,4.92,2024-01-05
6e0413ee-0207-42b4-a010-d20f9baf5963,2545,2,BUY,14.146,1.02,2024-05-28
46082e69-a3a2-4765-9337-44834c6364a4,1442,2,SELL,47.471,0.99,2024-08-20
570926a9-6db4-41d7-af8a-38a8b022b03d,2434,5,SELL,12.167,1.09,2023-12-06
411f4466-1047-4e26-97ff-13275d466979,723,4,SELL,38.558,1.81,2025-04-10
4ddcc168-fad4-4032-8205-3a7f67377199,926,3,SELL,13.113,4.53,2025-07-20
24f77324-ec70-425c-b840-a4a40c4469e2,1744,3,SELL,40.483,0.72,2025-02-08
18b458b7-abc3-4887-b339-845765bc4ec0,1437,2,SELL,48.424,2.88,2024-04-15
c2910590-a0e1-4fdb-b8ab-c70750768444,344,2,BUY,35.235,0.57,2023-11-15
75c11f65-4b6f-4a4f-bc1c-30ffb9794dcf,2631,3,SELL,48.988,2.71,2025-01-06
c1050dbb-ecfb-46c6-8a69-6b8b76d96a88,2137,5,BUY,41.374,3.91,2025-07-07
a4c773a8-7b93-4d3f-ba1b-5446b1ea6633,1250,2,SELL,6.35,1.13,2025-09-05
f6559668-09f3-468a-b0e2-1209371f9f11,1372,2,SELL,1.003,2.15,2025-09-07
877c0737-82d2-41e6-a55e-d4e787c1f39e,2068,4,BUY,4.253,2.82,2025-06-16
7d72ad69-9c1a-4218-9590-4838823c7376,2439,4,BUY,44.622,3.02,2024-09-23
79b96667-1607-404a-a768-aadf892ab8be,2185,1,BUY,6.765,4.07,2025-07-23
378a0d05-e1ed-4e8d-942e-37f559a279b4,292,5,SELL,47.467,4.71,2025-02-15
f12a19e0-161f-44d3-8fe5-ae750810cdb3,24,5,BUY,11.182,2.75,2025-10-11
ad20d40a-c663-43ad-8b75-443dced6fe5e,2178,5,BUY,15.064,3.45,2024-11-29
2c3ddc42-9a7c-4b53-aa90-d6245c99f2f0,2900,2,BUY,3.801,3.71,2024-11-05
b476200b-b0da-421d-aa04-bdd5ebbd2239,855,2,SELL,36.41,0.74,2025-05-18
4850fc3f-84a8-4d35-a103-c3bdf95e4764,316,1,BUY,29.792,3.32,2025-05-03
c215ec11-7d0b-491c-834a-473c5030ea61,2369,5,SELL,47.369,1.09,2023-12-10
55aa35bb-fe8f-4bb1-a731-dccd3f76ca97,2831,4,BUY,2.341,3.49,2025-08-22
43d39590-fb0f-42bb-b75e-5e282f589369,257,1,BUY,13.292,4.32,2023-11-24
512620f0-d683-443b-a496-1632bba4480e,418,5,BUY,3.23,2.12,2024-12-02
8cfc5128-9902-4821-8ec9-5bf051dabb4e,1130,4,SELL,14.936,2.46,2024-12-18
6a269843-9ac7-4c4f-b821-2f40d2096fc1,1775,4,SELL,30.765,3.96,2025-01-01
a29ac44d-f833-4185-b45a-dff066378ae4,1251,5,SELL,17.231,2.58,2025-04-06
a48328d1-3d1d-4cf7-a5ec-0c8f7ea0f485,73,4,BUY,49.513,3.78,2024-05-15
01e9fe9c-43dc-4dd2-a9ce-22029b59e031,505,2,BUY,25.249,2.81,2024-07-23
b5aa4441-b0f4-479d-a631-c798fa42490e,1452,2,SELL,44.189,4.44,2024-03-27
47a08416-f299-4786-99cc-6b7bb7149987,1702,4,BUY,4.009,3.73,2024-01-19
189a2043-1e2e-4e09-8321-db49f94507ba,2013,2,BUY,39.274,3.26,2025-09-15
a051f838-20ee-4337-b4ea-ddd2e8287709,2593,3,BUY,12.124,3.68,2024-10-06
56de5e9a-bd4f-429e-8bf4-4819ab09d9ef,2481,2,BUY,24.937,2.43,2024-07-27
c63ca287-386d-4ff1-9b57-ce9a5e5e8b18,1727,5,BUY,39.511,4.49,2024-03-05
1e8ee29d-ec2f-4e6e-9836-b50c9fce4454,1160,4,SELL,41.173,3.9,2023-11-18
ab724e2d-439b-41fd-bf2b-e23679661cc5,1230,5,BUY,33.989,0.87,2025-04-14
dc38e35f-c414-4a6f-8c23-34f381beccaa,883,4,BUY,6.725,3.8,2025-01-18
8d589d77-7a2e-4aa7-8885-b12ef6dee465,1200,3,SELL,41.675,3.33,2024-04-29
ce7ab729-fb20-41eb-a344-01d63e22e9ba,345,2,SELL,14.398,4.72,2025-06-23
d62291ba-79df-4f7b-a4c5-7fad9a297fc6,2987,1,SELL,9.629,2.24,2024-11-01
e9ebbeba-33d3-4647-a332-71b439e36fb0,1369,5,BUY,24.364,1.44,2025-11-04
676fecab-cfcc-4660-a2f7-1b379cbbb41d,1813,4,SELL,10.689,4.84,2024-06-07
cfd4b851-3ec4-404a-8392-043a3537af50,893,2,SELL,29.754,0.79,2024-12-07
1feb016c-5cc5-4448-ae5a-8a4936fac67b,261,3,SELL,40.483,0.68,2024-04-30
b0a6e85e-0115-4174-987f-17d51589287e,492,1,SELL,5.178,1.68,2024-12-27
7ba812ce-2b66-4531-a54c-5996868ce4ce,1145,3,BUY,16.082,2.97,2024-09-19
e852ad5b-95b2-405f-8795-30bdb34608cb,2083,4,BUY,24.562,3.5,2025-03-07
b650138a-5368-40b5-8960-857a0406ae32,322,3,BUY,27.952,4.07,2025-01-05
e981ceec-a96b-4745-95c6-68912c586ec6,1716,1,SELL,18.64,4.2,2024-05-08
636e0d20-709b-4a5a-a830-6b9ff38320b9,2767,5,SELL,9.193,1.56,2024-01-18
724924b8-7581-4461-9bee-8cbd7fa62e78,374,3,BUY,24.175,2.37,2024-04-17
22342b71-b132-4b49-8c12-48ddf509ed55,932,1,SELL,23.177,1.4,2025-04-15
35c3640a-9904-4ae7-bcd8-5f81bacc5b18,1455,1,SELL,11.812,3.63,2023-12-15
1ea4c8fd-5660-4c49-8625-06c58cfdb8e2,1970,4,BUY,40.628,3.45,2024-06-13
524f0435-e790-4531-bad8-b07134fdb70e,237,2,SELL,15.224,3.29,2025-01-18
4dc0968a-4ac7-4a7d-8e6c-3eed08f02360,734,2,SELL,6.403,1.19,2024-09-28
7318bde4-d73e-40d4-b2a8-05f7444556c1,2368,2,BUY,29.567,1.58,2024-10-21
b9b2e29a-c190-4a38-8045-13eb31f1ff19,2973,3,BUY,30.97,4.35,2025-09-12
e2ac390e-4629-4fee-8c8b-67bc8a960610,1567,1,BUY,33.37,3.08,2024-12-06
fb9d8cf8-2916-4472-bcb1-ec1f559b237a,394,3,SELL,41.278,4.12,2024-11-26
a3940865-fae9-480b-bdd0-a60c0f430b10,1414,2,BUY,7.156,1.99,2025-08-30
39d0a135-7da7-430c-acd9-bb52caa4f00d,916,4,SELL,26.809,1.29,2024-01-30
383c1285-1094-48df-9044-c37681ddf194,2418,5,SELL,49.263,3.75,2025-10-20
9c3f7471-78cd-4304-b632-5a27b85a6298,2440,2,BUY,30.298,2.97,2025-09-19
c1162513-df18-4a58-9f10-35b418e9b858,1176,1,SELL,4.068,4.4,2025-04-11
d946d07b-5d21-4d95-b951-e57c40959ff5,2400,4,BUY,12.811,0.91,2025-09-02
18c56cc9-bb8c-47af-ab7c-9f5e78c9dc4e,850,1,BUY,23.439,0.59,2025-07-19
70a6c327-eb41-4fd7-869e-1f34fa9d0fbc,1473,2,SELL,32.152,1.82,2025-04-02
17d054ac-f52e-415f-943e-e14c72ca135e,2935,4,SELL,46.098,4.61,2025-01-04
b73213e8-e231-4d17-aae5-e905810198ae,637,5,SELL,29.923,2.47,2023-12-25
d004fc50-e4b4-4953-a5b7-1d6443dd3630,2815,1,BUY,49.117,3.17,2025-07-21
520b180b-6764-48aa-869a-b23d7a8fee89,1526,4,BUY,47.001,4.85,2024-06-17
81b53e08-43ff-4084-a2c9-7d039be359a0,2318,5,BUY,37.073,3.47,2025-07-20
aef0c004-90b8-4579-b225-baccb11fc026,2292,2,SELL,10.284,4.27,2024-08-04
c680aa93-45fe-4023-a2f7-d3a0483e1bac,120,2,SELL,14.409,2.82,2025-07-07
96782806-fc93-4507-9fa0-36291f9298ab,2145,1,BUY,32.508,4.97,2024-04-18
f8785718-e43e-4057-a68a-0af1afc7f7a9,820,4,SELL,9.429,2.48,2023-12-16
08d7ad74-55fe-46b3-a89e-c7a0955bd239,1959,4,BUY,26.814,3.56,2025-07-04
d1aa45f8-c006-4bbe-81f2-1484e7e9e4c7,443,4,SELL,27.321,3.04,2025-06-25
e0004a3c-2e06-4b01-95e9-6a8552b34573,2494,1,BUY,26.146,2.46,2024-08-20
253be489-d775-4d06-8f50-6fd24e8b5e46,265,4,SELL,7.531,4.81,2025-02-03
f3cacc4d-3000-466c-82bd-96b6cfcff36a,2291,4,SELL,15.543,3.48,2024-12-29
eae7c065-692a-4c46-9926-26ebb7142e87,396,5,SELL,27.855,1.04,2025-10-28
1aa2b21f-3808-4a82-b103-487263d26fee,1141,5,SELL,35.114,1.57,2025-11-06
bfb8f367-01ff-4de2-a830-7459b976b772,216,1,BUY,33.861,1.01,2024-01-12
092e27a0-8abf-4218-8e1e-f95b9a37c9a6,2655,3,BUY,1.555,3.85,2024-12-13
b8b387c7-f172-4cec-92a5-28432a7b2b22,2860,5,SELL,8.939,4.21,2024-07-25
bed85039-5f1c-41bc-bd19-ac01dfaf0102,1203,5,BUY,2.781,3.39,2024-10-22
dc81fba9-4dcb-424f-9dcb-d01528b07e5a,2624,1,SELL,38.497,0.64,2024-10-01
1bae87e9-2707-48fa-b016-71c5cca6a282,769,1,BUY,25.197,2.34,2024-03-31
88ec2dac-3b83-4fe1-8f44-007d5b440dc5,631,5,SELL,6.89,4.22,2023-11-21
cc01188e-2c52-4292-a41e-d0630c83ae6c,1108,3,SELL,11.802,2.09,2025-01-02
473ddb67-a45d-436a-801f-a58a8e589ca4,2809,5,SELL,15.674,2.01,2024-09-21
bb899960-0bed-4edb-8f2d-270662d078dc,1610,2,SELL,38.542,2.44,2024-02-02
429e5dcb-ad27-4927-aefb-9c13da8edda3,584,2,SELL,32.147,3.14,2024-03-14
013d57b0-894f-40db-9041-f73693f04e09,1324,4,BUY,30.633,3.23,2024-02-12
41d22d25-e390-4a65-8f7d-5e60dda7fb07,1350,2,SELL,46.698,0.65,2025-04-14
356f8437-f6b9-47e4-93e9-8cae1b812cb8,1141,4,SELL,39.398,3.17,2025-08-28
343f068e-6dae-4c3f-a9c3-41e26336027f,2182,1,BUY,22.973,4.49,2025-03-18
fa208c2c-ae2b-4aa2-ad73-ccf5647a342d,540,3,SELL,48.974,3.5,2025-04-04
8d1f3fc9-beee-4c49-952a-d9262879b2ec,1095,1,SELL,39.31,0.85,2025-09-07
a258e582-ff49-4798-b197-a79e8a9af233,1403,5,SELL,47.144,1.45,2025-05-16
290a1fd5-eb20-4e8c-8be0-750ae7eb375d,1774,3,SELL,9.503,0.61,2024-12-03
fbe9623b-1d8e-4475-a466-c50bcfbdaa79,2680,1,SELL,11.228,3.7,2025-09-18
8f90d1e6-c5f6-434b-9a76-8f7597a96934,2563,2,SELL,45.799,4.31,2024-12-02
ca7ae9b9-7ef9-4275-8f2f-9bb3dc639ff8,1141,2,BUY,48.932,3.03,2024-03-10
6f8a4643-0d85-43c4-a6d6-6113a2fbed05,1193,3,SELL,14.071,1.06,2024-11-01
b6cdf041-a784-42fe-8dda-099ec48a5dea,1081,3,SELL,28.004,2.56,2024-02-15
e1b59a30-010f-4a5f-8f89-542c8eaf6387,2691,2,BUY,21.805,4.28,2024-09-18
53a157fc-984e-4b8d-b459-ec9b99d8b1a7,1751,1,SELL,32.166,3.55,2024-03-18
40155de7-c240-440e-8c0d-379df687adb9,861,2,SELL,23.397,0.78,2024-09-08
d1e26365-29eb-4977-80f8-b748ad1b815d,1025,4,BUY,36.938,4.11,2025-07-13
32d535e5-feda-409f-9e05-93a33da93ebb,1955,4,SELL,37.839,4.81,2024-08-26
befcdaff-5d3e-4f1a-8fee-5d7915ed2e29,1849,4,SELL,13.392,4.47,2025-04-08
850c7d9c-5dcc-4f27-ac74-f705b5c79bea,2970,4,SELL,8.903,2.77,2024-04-26
da63aa98-d690-44cd-b513-488950bc6d32,330,2,SELL,31.093,3.23,2025-03-07
6fbab8b1-bc54-4636-ba86-1d3587f859c3,1452,4,SELL,10.596,3.72,2024-06-29
1e007aab-2ba5-4d91-8e5c-1ceed168ea9a,529,3,SELL,17.893,4.8,2025-06-10
77fab883-8167-46d3-9a21-4d66d335c2d8,969,5,BUY,21.785,3.16,2024-04-12
20d276ca-862b-4dae-bef6-83f26f4f9f30,2869,5,BUY,47.338,3.05,2024-12-06
f25d46ae-075d-43e8-a74d-10f564b96374,1487,4,SELL,24.05,1.39,2024-05-06
8436b622-e0d7-479a-bb87-be0e4dcba2dc,955,1,BUY,20.008,4.72,2025-01-06
05df62fc-0649-4fe6-b804-b87549121847,406,2,BUY,4.546,4.77,2024-09-10
9a5fcaab-ab6a-4acf-86a5-a0d700de8c41,1296,5,BUY,13.722,3.15,2024-06-27
674e7b65-a548-46c9-abe7-e38aa1fdf3f7,2768,5,SELL,32.394,0.53,2025-10-12
99bbf0d1-1a18-4337-a0c1-eb884889788a,1244,1,BUY,7.386,2.9,2025-10-03
7f2c9d2b-d571-4beb-bbd5-a0c90de07650,228,3,SELL,39.39,3.57,2024-06-14
06d62fe9-40be-45eb-8cdb-86a501c31e25,37,5,SELL,25.331,3.22,2024-02-05
279c5455-fe5b-42e7-bea7-0d933932e5c8,2054,4,SELL,5.83,3.29,2024-08-20
53835f08-2f9c-4d94-96d8-212328a68e48,2164,3,SELL,38.661,4.59,2025-06-13
70a014f9-bcc6-424d-baf3-b3b8eed390ac,794,2,SELL,9.468,2.86,2025-02-25
077291e5-8af6-4599-886f-37971c7a1f21,2750,3,BUY,34.849,3.9,2024-08-10
20399edd-a745-44cd-9194-c310287773b4,758,3,BUY,28.562,0.89,2025-07-05
ccdfd7e3-bff9-4a3d-b75a-09481d43c704,2267,2,SELL,27.258,3.09,2025-04-13
6991bd59-abc0-4324-a4b3-28ce0ae3cb9c,837,4,SELL,44.45,3.78,2024-03-24
4ccd699d-8d7e-44c0-9c59-c5424f40aa91,186,5,SELL,1.359,1.89,2025-03-14
42cdf811-ad1e-4ced-88e3-68be642e5f73,2555,1,BUY,31.079,2.22,2025-04-26
e57d7bec-bcf4-4be3-b6e0-8dba4d6dac62,6,3,SELL,38.967,3.58,2025-01-23
93e8e2d2-b195-4379-978d-b1a8cf9123a5,408,3,BUY,30.858,2.42,2025-08-07
48679b99-5465-4946-87c8-4ece88442790,2509,4,SELL,26.863,4.89,2025-03-12
92582fa2-292b-4741-a396-3198d5ad3e77,1979,3,SELL,22.009,0.8,2024-11-25
923c7fe0-5a34-486b-a0b6-f6fd2e8dbbc6,508,2,SELL,2.841,2.58,2024-08-30
7302cf84-8547-4e3c-a09f-4ffbce13aa0a,794,1,SELL,36.438,4.72,2024-05-06
0ee1833d-6c6f-4132-ab7b-f908b213a44b,778,2,SELL,23.4,1.75,2024-10-07
f4f98e11-632c-4784-865a-81ccbe482436,2146,2,SELL,30.81,4.4,2024-08-04
a17eeccb-74b9-4318-a22e-ca459cc246ef,2008,4,SELL,35.097,1.66,2024-08-26
86e3b5e6-f272-4b8b-b9a6-83100b0c08e1,1798,4,BUY,14.698,2.45,2025-06-28
394a30b7-8c8b-48ac-a633-5cdf424f9fcd,2914,1,BUY,27.989,4.89,2025-05-31
16f61341-d5d1-410a-9f22-1b7fe90537c0,851,2,BUY,34.266,2.73,2024-09-22
a0192554-f71f-4d73-9917-194e3460d9f0,1109,4,BUY,44.021,2.76,2024-09-24
6c217bcc-059a-4dde-a845-bbd0f41a4656,2230,5,BUY,36.486,2.27,2025-01-16
4e7b1171-0fb8-46e7-984f-0a23b3139022,2317,1,SELL,40.756,3.06,2024-07-15
3fe23d43-403e-41c9-8def-5a7b719c39d3,147,3,BUY,49.171,2.61,2025-03-27
a44338a7-cc04-49de-91f1-9a9731a5b598,86,1,SELL,35.584,3.46,2024-03-16
710bda92-98e5-40d7-bc75-9fbc19972bc1,787,1,BUY,8.242,3.32,2025-04-14
b0ae6146-f540-4c29-87b6-226aa8807cc5,2643,4,SELL,47.151,3.1,2024-07-14
c0683afe-8a5b-4ac7-a36d-a447b5ebc517,119,4,BUY,21.504,4.12,2024-02-19
e50ce2a8-8d58-4690-8883-9e9f2f01e273,676,4,BUY,42.092,0.64,2024-06-25
00fa7060-fc85-49e1-97d4-5298d5b65ae0,2409,4,SELL,42.912,3.28,2025-08-22
c25d0381-8221-4660-a53e-1738b1d8fcc1,1873,1,BUY,3.285,2.16,2025-09-28
f99e25ab-7db5-4f3b-9c81-0357ae11bb90,397,2,BUY,35.233,1.33,2024-12-18
d75d6e0f-c780-4e96-bd42-532d5db62140,2520,3,SELL,9.203,2.65,2023-12-12
5187996f-3a91-4ffd-a221-59b0c8865596,1245,3,SELL,43.716,1.06,2025-05-04
869bc0e0-7635-4f75-92f7-032a50e5f30c,2236,3,BUY,10.517,3.12,2024-09-04
c9da378c-aa86-4b76-9baa-7a900ee99f83,2680,3,BUY,10.277,1.28,2023-12-17
15838ecf-0556-4442-95cb-94acd6afa487,844,2,SELL,22.453,3.81,2024-07-23
79a91df0-8528-468d-829f-87036a610e30,2213,4,BUY,9.044,4.39,2025-04-17
e00883f1-9428-41bd-a4c6-738b01d1351c,2871,1,BUY,40.396,1.88,2024-05-20
f57218c8-8d92-4541-bd03-dc7127a0f608,2353,4,SELL,44.141,3.33,2024-12-01
9580dd3d-2919-4ac4-aa57-19ef18e64e99,2244,2,BUY,33.97,1.76,2025-09-03
c4081f4b-59b3-4106-bf38-5c386ba12946,457,1,BUY,45.698,0.82,2025-04-27
eb69ebb3-370f-41b3-a8ee-a705f559c01c,2726,1,BUY,47.056,1.22,2025-01-20
32fba73a-07ea-4087-9c9e-b1a3289a4053,1719,3,BUY,49.173,1.13,2024-01-10
9707ef8c-e736-4c17-9d1e-1cf77fdf6fd8,187,2,BUY,28.726,1.95,2025-04-04
521fb220-43b4-40da-bc7b-cb35d6eb4ee4,2140,4,BUY,47.583,1.8,2024-07-22
43dddf3c-093e-4922-bbde-0474741bc1f2,2490,2,BUY,22.123,1.23,2023-12-24
d29d3bf2-cdb5-4b63-9152-ecc53b69a486,198,3,BUY,13.046,4.44,2024-03-25
05548801-7961-4c6c-9117-715ad6073b10,1984,5,BUY,36.754,2.39,2025-07-12
2a4eed9f-e45e-496b-b36d-352d9c1c9006,1732,4,SELL,16.618,4.99,2024-04-28
65a3d17c-8808-49b4-a31a-83c2ad6e0e9b,2483,1,SELL,14.569,2.69,2025-06-27
aa6b1b34-32ad-4c4d-9bf0-55b96ab43204,2010,4,SELL,38.934,2.66,2025-03-31
d076dfdf-88b3-497c-b2a9-888d8d3dc01b,313,2,SELL,10.34,4.25,2024-07-06
99676866-c952-4581-9cfd-fef2a2a707ad,2659,5,BUY,8.337,3.65,2024-12-08
db3afd0d-962f-470c-8189-b7403fa59ee1,1606,2,BUY,17.588,3.32,2024-03-28
bbaaf673-380a-4a48-ace7-60d63cdfa5c7,1073,1,BUY,6.524,0.73,2024-12-18
42c3aa0d-7395-41fa-aae9-76d2fb9aa123,588,3,BUY,20.382,1.79,2025-01-29
adf32a4a-b2d7-4a7d-8db9-64ffd70fb54c,2122,1,BUY,25.981,1.97,2024-11-26
7525ef24-adba-44bb-a4f6-ad122950a9aa,1771,1,SELL,22.945,0.86,2025-01-23
2dc81c6f-d457-4fbc-b668-ee63c16b5ce3,1330,2,BUY,6.705,4.7,2025-03-08
218a07ea-6679-49fd-8581-369b0fb59c94,2709,1,SELL,6.361,3.97,2024-12-24
212c1aab-920b-4ab2-b0a6-1235629f2ee5,2569,2,BUY,18.93,3.99,2024-04-18
021666f1-bf4d-47af-a80e-71d98b2d4cbd,771,2,BUY,31.614,2.48,2024-05-20
14d15ed7-9128-49a9-a2d6-cf175bb670b5,2431,5,BUY,32.543,2.47,2024-09-17
6dbc2f11-e6f9-42d8-9a0d-a482d2529e42,2072,5,BUY,5.082,3.45,2024-06-25
88d93e7b-1b23-47a0-83a5-b7a30bd32397,2921,3,SELL,13.507,3.0,2025-10-10
dcec8fd8-7504-48da-876f-c8d5ec4b6a0f,541,3,SELL,9.591,4.72,2025-10-22
459ebf13-dd0d-4855-b57f-bc491ba742e6,1343,1,BUY,29.361,3.2,2024-03-13
3d594a4a-be9a-44f0-86c8-06d7fd851155,2604,2,BUY,42.785,1.88,2024-02-11
ecefc1d2-c436-4932-af80-aafe0f692069,2838,2,BUY,27.612,1.18,2024-08-09
261dc0e8-8f90-4360-b513-692fe98fec8d,789,3,BUY,9.526,4.79,2024-09-10
6e53cf57-edd3-40e2-b08a-480ca286fdd6,198,2,BUY,24.951,4.89,2024-03-10
e120c259-3ecb-4e46-8067-af4b4423c4b8,186,4,BUY,33.38,3.15,2024-10-21
7b3314df-8602-45ad-a7e1-551f0c51454d,956,3,SELL,34.123,2.5,2025-05-28
89970922-6343-4de8-aa12-20e5a574683c,2951,1,BUY,40.064,1.04,2024-10-18
d4d775c3-c245-43ed-b57a-a8d4b1fd2936,2047,4,SELL,20.642,4.37,2024-01-17
96698c43-5941-41c7-8efa-3658d987b870,539,3,BUY,33.164,4.07,2025-09-25
2bd26efd-78a0-4545-b11e-5516bbf9b5c8,2849,3,SELL,31.342,3.4,2024-05-28
73ccf854-8bf4-4642-91dc-63b9eb7aec7a,2473,1,BUY,29.664,1.84,2024-09-26
85174120-9d97-4163-a5f8-559b4d0b2552,2097,2,SELL,13.385,1.71,2025-10-11
