product_id,date,nav_price
2,2022-02-03,1.531
3,2022-02-03,1.256
4,2022-02-03,1.997
5,2022-02-03,1.956
1,2022-02-04,2.041
2,2022-02-04,1.629
3,2022-02-04,1.592
4,2022-02-04,2.21
5,2022-02-04,1.234
1,2022-02-05,1.331
2,2022-02-05,1.003
3,2022-02-05,1.655
4,2022-02-05,1.981
5,2022-02-05,1.593
1,2022-02-06,1.737
2,2022-02-06,0.998
3,2022-02-06,2.175
4,2022-02-06,1.822
5,2022-02-06,1.559
1,2022-02-07,2.021
2,2022-02-07,1.169
3,2022-02-07,1.279
4,2022-02-07,1.958
5,2022-02-07,1.883
1,2022-02-08,2.54
2,2022-02-08,1.02
3,2022-02-08,1.077
4,2022-02-08,1.906
5,2022-02-08,1.806
1,2022-02-09,1.688
2,2022-02-09,1.666
3,2022-02-09,1.832
4,2022-02-09,2.384
5,2022-02-09,1.785
1,2022-02-10,1.169
2,2022-02-10,1.04
3,2022-02-10,0.873
4,2022-02-10,2.433
5,2022-02-10,2.406
1,2022-02-11,2.114
2,2022-02-11,2.236
3,2022-02-11,1.361
4,2022-02-11,1.93
5,2022-02-11,1.305
1,2022-02-12,1.465
2,2022-02-12,2.134
3,2022-02-12,1.652
4,2022-02-12,2.44
5,2022-02-12,1.914
1,2022-02-13,1.98
2,2022-02-13,1.702
3,2022-02-13,2.122
4,2022-02-13,1.945
5,2022-02-13,2.473
1,2022-02-14,1.686
2,2022-02-14,2.251
3,2022-02-14,1.702
4,2022-02-14,1.664
5,2022-02-14,2.401
1,2022-02-15,1.361
2,2022-02-15,2.113
3,2022-02-15,2.166
4,2022-02-15,2.127
5,2022-02-15,1.492
1,2022-02-16,1.324
2,2022-02-16,2.422
3,2022-02-16,1.886
4,2022-02-16,1.989
5,2022-02-16,0.948
1,2022-02-17,1.109
2,2022-02-17,2.212
3,2022-02-17,1.773
4,2022-02-17,2.116
5,2022-02-17,0.941
1,2022-02-18,1.754
2,2022-02-18,1.146
3,2022-02-18,1.911
4,2022-02-18,1.895
5,2022-02-18,1.846
1,2022-02-19,1.688
2,2022-02-19,2.088
3,2022-02-19,1.426
4,2022-02-19,1.482
5,2022-02-19,1.348
1,2022-02-20,1.223
2,2022-02-20,1.989
3,2022-02-20,1.116
4,2022-02-20,1.908
5,2022-02-20,2.295
1,2022-02-21,1.413
2,2022-02-21,1.368
3,2022-02-21,1.17
4,2022-02-21,2.32
5,2022-02-21,1.442
1,2022-02-22,1.998
2,2022-02-22,2.444
3,2022-02-22,1.425
4,2022-02-22,2.207
5,2022-02-22,1.684
1,2022-02-23,1.139
2,2022-02-23,1.41
3,2022-02-23,1.409
4,2022-02-23,2.37
5,2022-02-23,1.329
1,2022-02-24,1.533
2,2022-02-24,2.344
3,2022-02-24,1.982
4,2022-02-24,2.168
5,2022-02-24,2.552
1,2022-02-25,1.122
2,2022-02-25,2.019
3,2022-02-25,1.573
4,2022-02-25,1.788
5,2022-02-25,2.301
1,2022-02-26,1.094
2,2022-02-26,1.472
3,2022-02-26,1.704
4,2022-02-26,1.247
5,2022-02-26,1.045
1,2022-02-27,1.94
2,2022-02-27,0.813
3,2022-02-27,2.034
4,2022-02-27,1.697
5,2022-02-27,1.444
1,2022-02-28,2.107
2,2022-02-28,2.332
3,2022-02-28,1.914
4,2022-02-28,1.329
5,2022-02-28,1.294
1,2022-03-01,1.494
2,2022-03-01,1.435
3,2022-03-01,2.34
4,2022-03-01,2.395
5,2022-03-01,1.678
1,2022-03-02,2.29
2,2022-03-02,1.539
3,2022-03-02,1.399
4,2022-03-02,1.983
5,2022-03-02,1.852
1,2022-03-03,1.347
2,2022-03-03,1.608
3,2022-03-03,1.174
4,2022-03-03,2.147
5,2022-03-03,2.067
1,2022-03-04,1.535
2,2022-03-04,2.436
3,2022-03-04,2.227
4,2022-03-04,1.823
5,2022-03-04,1.666
1,2022-03-05,1.54
2,2022-03-05,2.305
3,2022-03-05,1.898
4,2022-03-05,1.701
5,2022-03-05,1.742
1,2022-03-06,1.016
2,2022-03-06,2.147
3,2022-03-06,1.595
4,2022-03-06,2.109
5,2022-03-06,1.046
1,2022-03-07,1.546
2,2022-03-07,1.886
3,2022-03-07,2.153
4,2022-03-07,1.42
5,2022-03-07,1.796
1,2022-03-08,1.237
2,2022-03-08,1.398
3,2022-03-08,2.105
4,2022-03-08,2.305
5,2022-03-08,1.919
1,2022-03-09,1.405
2,2022-03-09,2.078
3,2022-03-09,1.622
4,2022-03-09,2.332
5,2022-03-09,1.097
1,2022-03-10,1.595
2,2022-03-10,2.472
3,2022-03-10,1.937
4,2022-03-10,1.48
5,2022-03-10,2.108
1,2022-03-11,1.633
2,2022-03-11,1.89
3,2022-03-11,1.723
4,2022-03-11,2.149
5,2022-03-11,1.406
1,2022-03-12,2.255
2,2022-03-12,1.316
3,2022-03-12,1.508
4,2022-03-12,1.223
5,2022-03-12,1.68
1,2022-03-13,1.276
2,2022-03-13,1.997
3,2022-03-13,1.431
4,2022-03-13,2.6
5,2022-03-13,1.198
1,2022-03-14,2.073
2,2022-03-14,2.017
3,2022-03-14,2.503
4,2022-03-14,1.466
5,2022-03-14,2.548
1,2022-03-15,1.301
2,2022-03-15,2.261
3,2022-03-15,2.249
4,2022-03-15,1.841
5,2022-03-15,2.026
1,2022-03-16,1.726
2,2022-03-16,1.631
3,2022-03-16,1.698
4,2022-03-16,2.18
5,2022-03-16,1.722
1,2022-03-17,1.192
2,2022-03-17,2.108
3,2022-03-17,1.344
4,2022-03-17,1.808
5,2022-03-17,1.454
1,2022-03-18,1.115
2,2022-03-18,1.089
3,2022-03-18,2.29
4,2022-03-18,1.4
5,2022-03-18,1.628
1,2022-03-19,0.9
2,2022-03-19,1.798
3,2022-03-19,1.088
4,2022-03-19,2.323
5,2022-03-19,0.877
1,2022-03-20,1.992
2,2022-03-20,2.17
3,2022-03-20,1.495
4,2022-03-20,2.453
5,2022-03-20,1.746
1,2022-03-21,1.23
2,2022-03-21,1.765
3,2022-03-21,2.464
4,2022-03-21,1.128
5,2022-03-21,1.708
1,2022-03-22,2.077
2,2022-03-22,1.869
3,2022-03-22,1.113
4,2022-03-22,1.938
5,2022-03-22,1.864
1,2022-03-23,1.548
2,2022-03-23,2.312
3,2022-03-23,2.226
4,2022-03-23,2.184
5,2022-03-23,2.226
1,2022-03-24,1.212
2,2022-03-24,1.237
3,2022-03-24,1.203
4,2022-03-24,1.902
5,2022-03-24,2.224
1,2022-03-25,1.198
2,2022-03-25,1.713
3,2022-03-25,1.798
4,2022-03-25,2.338
5,2022-03-25,1.673
1,2022-03-26,2.083
2,2022-03-26,1.9
3,2022-03-26,1.132
4,2022-03-26,1.037
5,2022-03-26,1.589
1,2022-03-27,2.195
2,2022-03-27,2.355
3,2022-03-27,1.678
4,2022-03-27,1.833
5,2022-03-27,1.659
1,2022-03-28,1.757
2,2022-03-28,1.564
3,2022-03-28,1.829
4,2022-03-28,1.547
5,2022-03-28,1.836
1,2022-03-29,1.842
2,2022-03-29,2.38
3,2022-03-29,1.983
4,2022-03-29,1.538
5,2022-03-29,1.602
1,2022-03-30,1.788
2,2022-03-30,1.222
3,2022-03-30,1.714
4,2022-03-30,2.254
5,2022-03-30,2.472
1,2022-03-31,1.674
2,2022-03-31,2.463
3,2022-03-31,1.899
4,2022-03-31,1.142
5,2022-03-31,1.075
1,2022-04-01,1.333
2,2022-04-01,1.339
3,2022-04-01,1.244
4,2022-04-01,2.026
5,2022-04-01,1.856
1,2022-04-02,2.45
2,2022-04-02,0.892
3,2022-04-02,1.746
4,2022-04-02,1.226
5,2022-04-02,2.32
1,2022-04-03,1.405
2,2022-04-03,1.549
3,2022-04-03,1.179
4,2022-04-03,2.443
5,2022-04-03,1.342
1,2022-04-04,0.89
2,2022-04-04,1.234
3,2022-04-04,2.143
4,2022-04-04,1.529
5,2022-04-04,1.697
1,2022-04-05,1.537
2,2022-04-05,1.03
3,2022-04-05,1.212
4,2022-04-05,1.194
5,2022-04-05,1.847
1,2022-04-06,1.87
2,2022-04-06,1.431
3,2022-04-06,1.645
4,2022-04-06,1.244
5,2022-04-06,2.216
1,2022-04-07,2.314
2,2022-04-07,1.453
3,2022-04-07,2.59
4,2022-04-07,1.801
5,2022-04-07,2.42
1,2022-04-08,1.274
2,2022-04-08,2.226
3,2022-04-08,1.257
4,2022-04-08,1.393
5,2022-04-08,1.26
1,2022-04-09,0.901
2,2022-04-09,2.243
3,2022-04-09,1.328
4,2022-04-09,1.696
5,2022-04-09,1.274
1,2022-04-10,1.054
2,2022-04-10,0.877
3,2022-04-10,1.935
4,2022-04-10,1.356
5,2022-04-10,2.373
1,2022-04-11,1.258
2,2022-04-11,1.012
3,2022-04-11,1.321
4,2022-04-11,1.719
5,2022-04-11,2.389
1,2022-04-12,1.711
2,2022-04-12,2.264
3,2022-04-12,1.572
4,2022-04-12,1.617
5,2022-04-12,1.674
1,2022-04-13,1.921
2,2022-04-13,1.988
3,2022-04-13,2.271
4,2022-04-13,1.287
5,2022-04-13,1.964
1,2022-04-14,1.139
2,2022-04-14,1.569
3,2022-04-14,1.807
4,2022-04-14,1.072
5,2022-04-14,2.445
1,2022-04-15,2.287
2,2022-04-15,2.195
3,2022-04-15,1.096
4,2022-04-15,2.087
5,2022-04-15,1.987
1,2022-04-16,1.73
2,2022-04-16,1.689
3,2022-04-16,1.291
4,2022-04-16,2.039
5,2022-04-16,1.174
1,2022-04-17,2.597
2,2022-04-17,2.467
3,2022-04-17,1.967
4,2022-04-17,1.339
5,2022-04-17,1.712
1,2022-04-18,0.816
2,2022-04-18,1.336
3,2022-04-18,2.029
4,2022-04-18,2.288
5,2022-04-18,2.027
1,2022-04-19,1.03
2,2022-04-19,2.236
3,2022-04-19,1.908
4,2022-04-19,1.791
5,2022-04-19,2.322
1,2022-04-20,2.331
2,2022-04-20,1.883
3,2022-04-20,2.232
4,2022-04-20,1.874
5,2022-04-20,1.063
1,2022-04-21,1.884
2,2022-04-21,0.972
3,2022-04-21,1.518
4,2022-04-21,1.956
5,2022-04-21,1.691
1,2022-04-22,1.951
2,2022-04-22,1.592
3,2022-04-22,2.412
4,2022-04-22,2.071
5,2022-04-22,2.199
1,2022-04-23,1.619
2,2022-04-23,2.32
3,2022-04-23,2.094
4,2022-04-23,1.999
5,2022-04-23,1.126
1,2022-04-24,1.692
2,2022-04-24,2.504
3,2022-04-24,1.675
4,2022-04-24,2.079
5,2022-04-24,2.51
1,2022-04-25,1.105
2,2022-04-25,1.047
3,2022-04-25,1.883
4,2022-04-25,2.346
5,2022-04-25,2.392
1,2022-04-26,1.288
2,2022-04-26,2.065
3,2022-04-26,1.316
4,2022-04-26,2.043
5,2022-04-26,2.4
1,2022-04-27,1.702
2,2022-04-27,2.279
3,2022-04-27,1.691
4,2022-04-27,2.091
5,2022-04-27,1.726
1,2022-04-28,1.077
2,2022-04-28,1.298
3,2022-04-28,1.403
4,2022-04-28,1.172
5,2022-04-28,1.512
1,2022-04-29,1.331
2,2022-04-29,1.327
3,2022-04-29,1.332
4,2022-04-29,1.326
5,2022-04-29,1.466
1,2022-04-30,2.03
2,2022-04-30,1.437
3,2022-04-30,1.74
4,2022-04-30,1.658
5,2022-04-30,2.121
1,2022-05-01,1.971
2,2022-05-01,1.942
3,2022-05-01,1.953
4,2022-05-01,1.341
5,2022-05-01,2.162
1,2022-05-02,1.661
2,2022-05-02,1.949
3,2022-05-02,1.163
4,2022-05-02,1.696
5,2022-05-02,1.421
1,2022-05-03,1.425
2,2022-05-03,1.166
3,2022-05-03,1.177
4,2022-05-03,2.321
5,2022-05-03,1.205
1,2022-05-04,2.335
2,2022-05-04,1.163
3,2022-05-04,2.29
4,2022-05-04,1.098
5,2022-05-04,2.339
1,2022-05-05,2.047
2,2022-05-05,1.33
3,2022-05-05,1.145
4,2022-05-05,2.015
5,2022-05-05,1.712
1,2022-05-06,1.367
2,2022-05-06,1.32
3,2022-05-06,2.146
4,2022-05-06,1.327
5,2022-05-06,1.418
1,2022-05-07,1.215
2,2022-05-07,1.99
3,2022-05-07,1.006
4,2022-05-07,2.507
5,2022-05-07,1.648
1,2022-05-08,1.31
2,2022-05-08,2.25
3,2022-05-08,2.282
4,2022-05-08,1.501
5,2022-05-08,1.129
1,2022-05-09,1.438
2,2022-05-09,1.793
3,2022-05-09,1.933
4,2022-05-09,2.362
5,2022-05-09,1.549
1,2022-05-10,1.398
2,2022-05-10,1.749
3,2022-05-10,2.127
4,2022-05-10,1.948
5,2022-05-10,1.241
1,2022-05-11,1.181
2,2022-05-11,0.982
3,2022-05-11,2.264
4,2022-05-11,1.006
5,2022-05-11,1.378
1,2022-05-12,1.133
2,2022-05-12,1.264
3,2022-05-12,2.427
4,2022-05-12,2.266
5,2022-05-12,1.195
1,2022-05-13,1.088
2,2022-05-13,1.399
3,2022-05-13,1.445
4,2022-05-13,2.294
5,2022-05-13,2.244
1,2022-05-14,2.569
2,2022-05-14,1.767
3,2022-05-14,2.022
4,2022-05-14,1.224
5,2022-05-14,2.157
1,2022-05-15,1.945
2,2022-05-15,2.083
3,2022-05-15,2.055
4,2022-05-15,1.519
5,2022-05-15,1.553
1,2022-05-16,2.273
2,2022-05-16,2.022
3,2022-05-16,1.425
4,2022-05-16,1.897
5,2022-05-16,1.519
1,2022-05-17,2.294
2,2022-05-17,1.931
3,2022-05-17,1.047
4,2022-05-17,2.082
5,2022-05-17,1.851
1,2022-05-18,1.228
2,2022-05-18,1.485
3,2022-05-18,2.218
4,2022-05-18,2.271
5,2022-05-18,1.802
1,2022-05-19,1.232
2,2022-05-19,1.725
3,2022-05-19,1.495
4,2022-05-19,1.66
5,2022-05-19,1.337
1,2022-05-20,1.255
2,2022-05-20,1.307
3,2022-05-20,1.542
4,2022-05-20,1.94
5,2022-05-20,2.302
1,2022-05-21,1.823
2,2022-05-21,2.04
3,2022-05-21,1.974
4,2022-05-21,1.397
5,2022-05-21,1.3
1,2022-05-22,1.168
2,2022-05-22,1.308
3,2022-05-22,2.448
4,2022-05-22,1.289
5,2022-05-22,1.046
1,2022-05-23,1.906
2,2022-05-23,0.828
3,2022-05-23,1.518
4,2022-05-23,2.097
5,2022-05-23,1.857
1,2022-05-24,2.456
2,2022-05-24,2.047
3,2022-05-24,1.609
4,2022-05-24,2.016
5,2022-05-24,2.246
1,2022-05-25,2.648
2,2022-05-25,1.938
3,2022-05-25,1.558
4,2022-05-25,1.961
5,2022-05-25,1.384
1,2022-05-26,1.696
2,2022-05-26,1.83
3,2022-05-26,2.254
4,2022-05-26,1.058
5,2022-05-26,1.904
1,2022-05-27,2.059
2,2022-05-27,1.172
3,2022-05-27,1.336
4,2022-05-27,1.084
5,2022-05-27,1.542
1,2022-05-28,1.648
2,2022-05-28,1.415
3,2022-05-28,1.477
4,2022-05-28,2.551
5,2022-05-28,0.896
1,2022-05-29,1.426
2,2022-05-29,1.258
3,2022-05-29,2.275
4,2022-05-29,1.923
5,2022-05-29,2.081
1,2022-05-30,2.405
2,2022-05-30,1.834
3,2022-05-30,1.363
4,2022-05-30,2.085
5,2022-05-30,1.421
1,2022-05-31,1.794
2,2022-05-31,1.642
3,2022-05-31,2.297
4,2022-05-31,0.967
5,2022-05-31,1.955
1,2022-06-01,2.124
2,2022-06-01,1.133
3,2022-06-01,1.735
4,2022-06-01,0.905
5,2022-06-01,1.639
1,2022-06-02,2.367
2,2022-06-02,1.837
3,2022-06-02,2.029
4,2022-06-02,1.668
5,2022-06-02,2.09
1,2022-06-03,1.724
2,2022-06-03,1.027
3,2022-06-03,1.67
4,2022-06-03,2.025
5,2022-06-03,1.343
1,2022-06-04,2.355
2,2022-06-04,1.547
3,2022-06-04,2.411
4,2022-06-04,2.028
5,2022-06-04,1.658
1,2022-06-05,1.885
2,2022-06-05,1.149
3,2022-06-05,1.472
4,2022-06-05,1.195
5,2022-06-05,1.573
1,2022-06-06,1.195
2,2022-06-06,1.29
3,2022-06-06,1.973
4,2022-06-06,1.66
5,2022-06-06,1.718
1,2022-06-07,1.201
2,2022-06-07,2.121
3,2022-06-07,2.503
4,2022-06-07,1.679
5,2022-06-07,1.43
1,2022-06-08,2.462
2,2022-06-08,1.247
3,2022-06-08,0.948
4,2022-06-08,1.108
5,2022-06-08,0.968
1,2022-06-09,1.794
2,2022-06-09,1.472
3,2022-06-09,1.777
4,2022-06-09,1.704
5,2022-06-09,1.596
1,2022-06-10,1.932
2,2022-06-10,1.905
3,2022-06-10,1.426
4,2022-06-10,2.198
5,2022-06-10,1.435
1,2022-06-11,1.783
2,2022-06-11,2.407
3,2022-06-11,1.571
4,2022-06-11,2.42
5,2022-06-11,2.203
1,2022-06-12,1.307
2,2022-06-12,2.508
3,2022-06-12,1.864
4,2022-06-12,1.201
5,2022-06-12,1.206
1,2022-06-13,2.081
2,2022-06-13,1.453
3,2022-06-13,0.985
4,2022-06-13,1.018
5,2022-06-13,1.237
1,2022-06-14,2.522
2,2022-06-14,2.321
3,2022-06-14,1.311
4,2022-06-14,2.306
5,2022-06-14,2.292
1,2022-06-15,2.455
2,2022-06-15,2.144
3,2022-06-15,1.868
4,2022-06-15,2.014
5,2022-06-15,2.316
1,2022-06-16,1.013
2,2022-06-16,1.169
3,2022-06-16,1.519
4,2022-06-16,1.692
5,2022-06-16,1.069
1,2022-06-17,1.877
2,2022-06-17,2.291
3,2022-06-17,1.412
4,2022-06-17,2.316
5,2022-06-17,1.544
1,2022-06-18,1.515
2,2022-06-18,0.968
3,2022-06-18,1.039
4,2022-06-18,1.434
5,2022-06-18,2.211
1,2022-06-19,1.814
2,2022-06-19,1.0
3,2022-06-19,1.475
4,2022-06-19,1.772
5,2022-06-19,2.185
1,2022-06-20,1.773
2,2022-06-20,0.92
3,2022-06-20,2.04
4,2022-06-20,2.21
5,2022-06-20,1.642
1,2022-06-21,1.123
2,2022-06-21,1.489
3,2022-06-21,1.4
4,2022-06-21,2.242
5,2022-06-21,1.354
1,2022-06-22,2.08
2,2022-06-22,1.481
3,2022-06-22,1.661
4,2022-06-22,1.705
5,2022-06-22,2.298
1,2022-06-23,0.985
2,2022-06-23,1.244
3,2022-06-23,1.867
4,2022-06-23,1.629
5,2022-06-23,1.395
1,2022-06-24,1.144
2,2022-06-24,0.924
3,2022-06-24,1.615
4,2022-06-24,2.565
5,2022-06-24,1.72
1,2022-06-25,1.327
2,2022-06-25,2.104
3,2022-06-25,2.164
4,2022-06-25,2.125
5,2022-06-25,2.025
1,2022-06-26,1.033
2,2022-06-26,2.25
3,2022-06-26,1.341
4,2022-06-26,1.205
5,2022-06-26,1.791
1,2022-06-27,1.599
2,2022-06-27,1.205
3,2022-06-27,1.276
4,2022-06-27,2.03
5,2022-06-27,2.268
1,2022-06-28,2.287
2,2022-06-28,1.119
3,2022-06-28,1.265
4,2022-06-28,1.99
5,2022-06-28,2.3
1,2022-06-29,2.159
2,2022-06-29,1.084
3,2022-06-29,1.195
4,2022-06-29,1.241
5,2022-06-29,0.933
1,2022-06-30,2.215
2,2022-06-30,1.212
3,2022-06-30,2.237
4,2022-06-30,1.996
5,2022-06-30,2.034
1,2022-07-01,1.058
2,2022-07-01,1.33
3,2022-07-01,1.185
4,2022-07-01,1.326
5,2022-07-01,2.27
1,2022-07-02,2.31
2,2022-07-02,1.877
3,2022-07-02,2.346
4,2022-07-02,1.403
5,2022-07-02,1.195
1,2022-07-03,1.786
2,2022-07-03,1.94
3,2022-07-03,0.996
4,2022-07-03,1.435
5,2022-07-03,1.472
1,2022-07-04,1.546
2,2022-07-04,1.392
3,2022-07-04,1.904
4,2022-07-04,2.496
5,2022-07-04,1.738
1,2022-07-05,1.176
2,2022-07-05,1.109
3,2022-07-05,1.903
4,2022-07-05,1.64
5,2022-07-05,1.509
1,2022-07-06,1.716
2,2022-07-06,1.734
3,2022-07-06,1.333
4,2022-07-06,1.672
5,2022-07-06,1.278
1,2022-07-07,2.02
2,2022-07-07,1.744
3,2022-07-07,2.313
4,2022-07-07,1.785
5,2022-07-07,1.75
1,2022-07-08,2.055
2,2022-07-08,1.289
3,2022-07-08,1.343
4,2022-07-08,1.349
5,2022-07-08,1.214
1,2022-07-09,1.537
2,2022-07-09,2.277
3,2022-07-09,1.709
4,2022-07-09,0.996
5,2022-07-09,1.808
1,2022-07-10,2.098
2,2022-07-10,0.914
3,2022-07-10,1.26
4,2022-07-10,1.816
5,2022-07-10,1.615
1,2022-07-11,1.072
2,2022-07-11,2.381
3,2022-07-11,1.204
4,2022-07-11,2.381
5,2022-07-11,2.014
1,2022-07-12,1.064
2,2022-07-12,1.638
3,2022-07-12,1.817
4,2022-07-12,2.141
5,2022-07-12,2.34
1,2022-07-13,1.798
2,2022-07-13,1.52
3,2022-07-13,1.316
4,2022-07-13,1.744
5,2022-07-13,0.898
1,2022-07-14,2.226
2,2022-07-14,1.723
3,2022-07-14,2.155
4,2022-07-14,1.489
5,2022-07-14,1.817
1,2022-07-15,1.275
2,2022-07-15,1.272
3,2022-07-15,1.809
4,2022-07-15,2.258
5,2022-07-15,1.574
1,2022-07-16,1.679
2,2022-07-16,0.912
3,2022-07-16,2.148
4,2022-07-16,2.476
5,2022-07-16,1.748
1,2022-07-17,2.271
2,2022-07-17,1.955
3,2022-07-17,1.619
4,2022-07-17,1.482
5,2022-07-17,1.788
1,2022-07-18,1.421
2,2022-07-18,1.888
3,2022-07-18,2.215
4,2022-07-18,2.25
5,2022-07-18,1.424
1,2022-07-19,1.995
2,2022-07-19,1.903
3,2022-07-19,1.632
4,2022-07-19,2.36
5,2022-07-19,1.251
1,2022-07-20,2.08
2,2022-07-20,2.457
3,2022-07-20,0.986
4,2022-07-20,1.431
5,2022-07-20,1.272
1,2022-07-21,1.512
2,2022-07-21,1.215
3,2022-07-21,2.027
4,2022-07-21,2.237
5,2022-07-21,1.203
1,2022-07-22,1.603
2,2022-07-22,2.43
3,2022-07-22,1.896
4,2022-07-22,2.25
5,2022-07-22,1.471
1,2022-07-23,0.996
2,2022-07-23,1.412
3,2022-07-23,1.231
4,2022-07-23,1.737
5,2022-07-23,2.122
1,2022-07-24,2.139
2,2022-07-24,2.17
3,2022-07-24,2.283
4,2022-07-24,1.972
5,2022-07-24,2.344
1,2022-07-25,1.742
2,2022-07-25,1.746
3,2022-07-25,1.98
4,2022-07-25,1.015
5,2022-07-25,1.332
1,2022-07-26,2.53
2,2022-07-26,1.15
3,2022-07-26,2.316
4,2022-07-26,2.535
5,2022-07-26,1.589
1,2022-07-27,1.364
2,2022-07-27,1.054
3,2022-07-27,1.391
4,2022-07-27,1.671
5,2022-07-27,2.017
1,2022-07-28,2.356
2,2022-07-28,1.164
3,2022-07-28,1.485
4,2022-07-28,1.243
5,2022-07-28,2.171
1,2022-07-29,1.947
2,2022-07-29,2.224
3,2022-07-29,1.639
4,2022-07-29,1.977
5,2022-07-29,0.945
1,2022-07-30,1.141
2,2022-07-30,1.021
3,2022-07-30,1.363
4,2022-07-30,1.572
5,2022-07-30,2.539
1,2022-07-31,1.926
2,2022-07-31,1.659
3,2022-07-31,1.852
4,2022-07-31,2.416
5,2022-07-31,2.096
1,2022-08-01,2.561
2,2022-08-01,1.595
3,2022-08-01,1.162
4,2022-08-01,1.368
5,2022-08-01,2.368
1,2022-08-02,2.312
2,2022-08-02,2.143
3,2022-08-02,1.841
4,2022-08-02,1.662
5,2022-08-02,1.517
1,2022-08-03,0.976
2,2022-08-03,2.585
3,2022-08-03,1.402
4,2022-08-03,2.61
5,2022-08-03,1.638
