deposit_id,account_id,amount,deposit_type,date
ecb1eda7-f2f9-4322-8244-c6a9573e5d46,1219,18.62,Monthly,2024-11-21
c4a20fc8-22a7-4b04-9758-3bdb93ea6122,2587,4.56,Monthly,2025-08-11
4fcb9fe0-af68-4dd6-b35b-ad9f7865f190,1606,38.56,Monthly,2025-10-19
2528cf72-9013-40e5-9ebd-cf6e632f769c,1034,67.63,Monthly,2025-11-08
dfc43ff5-ee4e-44af-849a-84fb4ff54404,639,35.17,Monthly,2023-12-27
6c6901e2-a889-400c-a406-596c3104fd0e,164,20.2,Monthly,2024-02-24
2766f6dc-ed6e-4ef2-ba70-e5b9b8ecfadf,2929,83.75,Roundup,2025-02-12
5aecea46-3ceb-4c7c-9b7c-cf895a9f06a9,1273,57.3,Roundup,2025-06-27
473db831-bb1a-42b1-9963-7266cdaf403e,2529,44.46,OneOff,2024-07-23
c4e0693f-cc61-4582-bff8-814798cbe524,1113,74.86,Monthly,2025-10-22
6282edc6-78bc-440e-80ce-40d60ed66521,2436,82.17,Roundup,2024-10-04
01a4d80b-6c12-4df4-b279-0bb7f276abf7,1261,85.81,OneOff,2023-11-27
0ea8f4dd-c2e0-4fce-8dd8-26d38da7a98a,2227,12.2,Monthly,2025-10-16
c98c80e8-12e2-4211-b9ca-374bb6b9dfcc,2969,92.18,Monthly,2025-09-11
12210ccd-bf40-4afb-b052-306d0a7f5e40,50,32.54,Monthly,2023-11-27
7079cec5-f614-458c-a4fb-3c7db121ee21,447,20.61,Roundup,2025-10-23
91983f58-5cd5-4616-9d13-e311ebedbb4f,2143,80.66,Roundup,2025-05-29
4b843c29-1961-4f20-b30b-b22d78119d45,292,75.82,OneOff,2024-07-27
84a5e7d7-6106-4857-afd6-8d022fa6604a,2931,69.15,OneOff,2025-05-22
46905ac1-f010-4e80-9940-dd72b179cbee,1681,75.22,OneOff,2024-04-05
c84d71b4-eaf6-440c-9c29-37060fa52998,2435,19.91,Roundup,2024-08-19
bc0aabd9-9ac9-4ee2-bd8d-034ec38167fd,920,7.24,Roundup,2025-05-15
acbd1068-164b-4992-96ef-a9e867cde735,2691,52.75,OneOff,2024-04-27
221996bb-8737-4efe-be8e-1715373ecddb,2802,56.32,OneOff,2024-05-08
fc6ba824-b2a0-47e7-bb49-81ce1f8d4fc9,2902,80.64,OneOff,2024-10-02
54f2e8c4-a681-404b-8624-39b88b8ed8ba,694,74.33,Monthly,2025-10-10
78ce10ee-b601-425f-a9c7-01286bde4794,967,11.65,Roundup,2025-01-06
c86bcc68-6c2e-45bd-a20f-b7070cef9b42,6,40.55,OneOff,2025-08-02
3c5ca571-68be-46cd-a01d-8fc9b5f1b7df,463,66.28,OneOff,2024-08-31
7a3d69da-d4be-4704-85cc-7a41a03a0281,2420,95.46,OneOff,2025-09-17
a446bc98-f65d-49aa-ab2f-0a50f21e38c5,2748,95.02,Roundup,2025-09-11
3ca57a82-cf2f-4158-81ed-a6e90cc0abaa,1221,73.67,Monthly,2024-01-15
b676a38a-58fa-49ae-9785-df5da85a7493,2248,17.37,OneOff,2024-04-27
16db4988-fffa-4cbd-9482-ebe0e33bfcc1,1628,13.66,Monthly,2025-06-11
21cb0c1e-0b8b-424d-a52e-91b67b826760,2066,42.1,Roundup,2024-07-03
ccfa59de-5081-4bff-8d1c-5080cd9fe4aa,2796,1.65,OneOff,2024-09-06
fedffe65-6687-43ff-b17d-6f616b8a4901,2636,57.12,OneOff,2024-03-13
0c386c50-63cc-4336-8f05-99761f359fcd,1418,29.44,Monthly,2024-10-09
fd43680c-ffdf-4608-9951-80470143ff18,1298,43.47,Monthly,2025-02-06
7c36bd48-ec48-4ed4-bc8b-d0cdfa1ccd01,1480,36.58,Roundup,2024-04-14
3b86e0c3-563b-422e-8bf8-d6da6f0e2c74,2790,84.77,Roundup,2023-11-25
06aea684-f620-40ed-833b-9aee4bc8805f,2435,87.81,OneOff,2024-12-13
ea615a21-b5af-4266-a362-c05e41a1005f,1031,3.23,Monthly,2024-10-06
abf516af-0127-49d0-9951-6d1027fa0b1d,841,61.15,OneOff,2025-02-02
df7dace2-3ee8-4683-9a90-70b695829d36,1734,63.44,OneOff,2025-10-06
b8fa3b96-df29-47c7-99fa-d3961b150eaf,1165,23.33,Roundup,2024-09-30
48ecfb64-722d-49c5-b5c5-d3a05f22d988,624,19.51,Monthly,2025-11-06
24200d20-8235-4caa-84fe-a62552fe5b8c,489,41.56,Roundup,2025-09-16
3f875a31-0859-40a5-8024-2f506ed81860,1369,2.33,OneOff,2023-12-05
ab63c5fe-a25c-4dd9-aba3-a86a03256441,850,23.32,Monthly,2025-10-23
dd590fb0-be05-4457-9688-e7653e6819b6,1602,73.55,Monthly,2025-01-06
498c9328-2105-4ea4-b2ee-497ff2818ceb,771,69.63,Roundup,2024-08-31
3fb0afee-ff47-4743-aa5c-6c644ffe44e4,1419,7.93,OneOff,2024-09-10
808fd474-7d89-4f34-8196-260adfb96369,405,66.68,Monthly,2025-10-23
3c070379-03ee-4e8d-8639-b0c0252a6d09,570,78.01,Monthly,2024-11-12
a4ff2d47-ebb1-4739-9cbc-79fff66c663c,787,96.03,Roundup,2025-02-17
62b52ff0-55e0-4b04-8f1f-93bb28361baf,483,55.85,OneOff,2025-05-06
e486737e-067d-4df4-a058-fcda29fd4272,2607,68.27,OneOff,2024-11-27
7376a9c4-30b4-48cb-a877-df8658ceae0a,95,12.31,Roundup,2024-05-03
cc94688f-ddcd-4cfd-ae53-ed402abc0519,628,60.62,OneOff,2025-10-27
e71d3aff-c99c-4563-9ec4-813721ed31f3,2957,56.04,OneOff,2024-11-04
0a8cb581-f8ff-4bc3-a4c7-34b1927e04d0,1823,37.89,OneOff,2024-09-17
81c8b6a0-c67c-4b66-bbae-d21f6f36ea94,1248,10.02,OneOff,2025-06-13
ea980611-8c3f-4f07-a428-f9323e58dbb3,1557,81.85,OneOff,2025-10-05
a8b56ced-14f9-4917-8ee6-ed4cddae5cbc,25,89.38,OneOff,2025-06-23
65619c7c-f993-475f-bfe5-2e30b9484066,2816,31.21,OneOff,2025-03-19
b2af6c98-ed05-48a1-82fe-ed54acf9c7a7,331,6.82,OneOff,2024-07-23
8230f48c-a3c2-4e39-9438-48ecc78f9336,1791,35.47,Monthly,2025-09-09
30c90523-345f-44d0-b598-95888ca99136,2041,92.38,OneOff,2024-11-10
0d51b513-544e-4887-afd9-b927e0642852,667,38.45,Monthly,2025-10-17
6e65a36f-9d0c-42fb-aa72-686830b1e2a8,1392,44.67,Monthly,2024-12-06
1e177a05-bc9b-49c6-968a-55fb604be24e,1123,87.4,Monthly,2024-11-30
9f18c52a-e039-4af8-ac84-1efc3df6e2de,2611,63.02,OneOff,2025-10-07
0135468a-6c4e-4bb1-9207-318487b242ff,1036,35.91,Roundup,2025-07-31
7cb22ea0-322a-47c0-9435-d3f888a86838,2295,53.02,OneOff,2024-05-29
8efd9d0c-fba5-4699-8fa7-9a963d1cf468,421,15.3,Monthly,2025-08-29
93a642b9-b6fc-4b64-bd73-ee8b7d75509a,2466,88.86,Roundup,2025-05-03
6f41e800-7fe6-489a-a07a-87f35873c916,419,21.12,Monthly,2024-04-03
ce8af24f-83b4-45a6-ad13-61720eb632db,684,7.39,Roundup,2023-11-19
24cf5f2c-f6bb-48c5-9a64-e5e3209b8d95,1020,86.13,Roundup,2024-01-26
2623f378-b17c-4804-b12e-481dea1fb969,1379,52.77,OneOff,2025-01-16
603c0a43-9408-4d7e-8f40-68b6e3595592,621,19.81,Monthly,2024-01-16
b504ccc6-f84d-4e7f-9a9f-97ac78a3064c,1198,30.61,Roundup,2024-03-27
d3294aaa-45e3-435a-85dd-e6e69dcdd130,2564,92.94,OneOff,2024-05-08
71f52e05-e1bd-4843-85c8-90e7aa026c5c,1663,64.12,OneOff,2024-10-04
42e8c56d-c65d-42eb-bec3-d6c3744534b1,2,75.15,Monthly,2023-11-15
dfa4ec8c-a710-4e8e-bb7b-4062d65390e9,2166,38.03,Monthly,2025-04-19
dfce945f-a9e2-4ab2-8aff-2fa9d328e0f8,2737,10.0,Monthly,2023-12-19
285e70a1-5f0f-4f1a-b7f0-0421f4f99f4c,2721,63.03,OneOff,2023-12-27
ccb6fe07-aa0e-4e9c-b443-fbec2e5a4d88,2849,23.95,OneOff,2025-07-23
c3201bde-f05b-43bb-b84e-739d840d9a09,86,11.89,Monthly,2024-02-15
0b2392bd-b848-404f-bcaf-a6585e75b6f8,2539,32.79,Monthly,2025-03-25
946148e8-0394-4989-9b01-2d230718e957,573,46.58,OneOff,2024-06-15
52ffbf63-886b-4f86-8e6b-071f02867a1b,473,57.59,Roundup,2025-04-05
200e2daf-bf92-4a1c-a3ab-ffb9be81ed86,1617,35.03,Monthly,2023-11-23
90b9667d-3eef-4eaa-8588-7220bd907729,2017,73.22,OneOff,2025-06-03
ab5fefb2-d772-4466-9b1d-f75b53c0934b,598,24.56,Monthly,2024-09-27
07d83136-ca0f-4c8f-94dd-86eeae06efc5,1052,4.7,OneOff,2024-01-16
e2885849-df21-41d8-a2a5-cf781ff6c0f0,2280,73.59,Roundup,2025-06-13
bf387bee-c2e1-4f75-a681-e63a5aaebb10,2404,20.18,Monthly,2025-07-28
899d0276-d7ee-4189-8c53-88d61657f392,1206,57.11,Monthly,2024-06-08
b99ba55c-98df-4322-8e8e-895632cffa10,2461,21.29,Roundup,2025-03-31
9a4c811d-159b-4905-8582-aa3ae8277b85,323,60.43,OneOff,2024-02-22
05116b88-b5d7-4a00-8005-e5c266b7ae2e,1223,92.23,Roundup,2024-05-26
caf7bc0c-2b0e-4b67-afd6-aced5cc9e478,2616,18.74,Monthly,2023-11-19
d9c521cc-e89e-4eac-98ca-034e20f8b202,874,33.41,Roundup,2025-10-03
1e640ba5-ab7e-4e7e-83c1-18258d6503d2,774,90.03,OneOff,2025-07-02
325d28c5-5288-43da-83fb-bf8c601a01c3,2487,45.04,OneOff,2025-11-14
63b8b3a0-f9d5-49f5-b891-3711226af824,1272,19.79,Roundup,2024-07-19
6b50efec-6610-41fa-b743-9f075b53c8f3,1300,6.01,OneOff,2024-06-08
ae639586-c811-4f65-b6a8-4a12eac4eab2,900,56.19,Roundup,2025-09-06
fd906da9-ada7-447c-8b18-6583e01a490f,1788,91.23,Monthly,2025-03-08
bc1af2ec-79c4-40c9-9f47-1dc011890d8b,1281,90.54,Roundup,2024-01-25
b4ac8b71-f7a6-4e09-87bf-1b64af7b104d,2586,15.82,OneOff,2025-01-12
f1575969-7e34-499e-b300-03d692288014,2989,81.85,Monthly,2025-02-20
3d0c7e1c-7263-49c9-8905-cb1df2d619b3,2412,43.43,Monthly,2025-06-08
d89487ea-055e-4f05-ba14-d6409965144e,2667,19.22,Monthly,2025-04-12
9878ec8f-1b9d-4c98-9751-ad06c26a5950,1248,85.61,Roundup,2024-12-05
1ecec25d-9572-4ec6-9e13-eb7cdf106a2f,2753,25.54,OneOff,2025-10-26
235db044-02a2-4e41-80e7-b6e974e6e251,2971,67.86,Roundup,2025-10-24
3512b348-e1e1-4af0-a9b4-7e6c8616696a,430,10.34,Roundup,2025-04-19
313d4f36-f535-4312-826a-b6ad249607e4,1878,93.49,Roundup,2025-10-20
170298fd-fdfe-4808-83b6-4703a9a5b87c,281,37.74,Roundup,2024-05-23
ce38be69-768a-491e-b4a8-bf6b90af9a16,1832,56.11,OneOff,2025-02-20
687b72ce-dba0-42c3-9c22-4949bf3be7a9,1659,67.07,Monthly,2024-06-27
25c51d87-419e-4267-9073-8cf4265d7cea,2894,41.09,Monthly,2024-12-24
c3756830-d92c-460b-b01c-a07ffd28c83f,103,44.43,Monthly,2024-02-20
cc7a12e0-93b8-4a20-849c-5c3ee342a05e,1596,11.5,Monthly,2024-08-01
9fd147bf-ac12-453e-9b07-cc3664cbbd1e,2119,21.76,Monthly,2024-05-10
659311b4-95a4-4247-8a08-2415a1b7d910,2419,16.65,OneOff,2025-04-18
b4c49234-25de-4ba8-b120-fb28329375e5,2026,87.89,Roundup,2024-10-04
5d2d05cd-7c6b-40f5-8407-990f31be7110,1033,10.59,Roundup,2024-05-19
593318c3-0892-4904-bf95-4d2d16a051a9,895,58.87,Roundup,2025-02-10
d504710e-8c4a-4fcd-b382-f7be9d59e9c3,1554,59.98,Roundup,2025-09-15
d9576e63-1a52-4645-9f77-b17d1e2e2ea6,1533,65.4,Roundup,2025-01-15
f94493a0-20e8-4a33-a3a4-a00cd9e17e39,1785,10.99,OneOff,2024-05-25
00b9f076-ae0d-406e-bc07-71311f4196a1,1436,41.7,Roundup,2024-07-21
a2c94e21-3072-4845-ba7f-402d59ee607d,2056,27.04,OneOff,2025-07-21
22a0e327-0931-4450-af94-c1ce1b300d62,377,55.01,Roundup,2024-12-21
b08f98a6-3232-4a38-a3be-9f5ec8562eed,1831,21.67,OneOff,2024-04-11
d95684a7-9664-4281-9ff7-e6c81a3074e0,1134,58.92,Roundup,2024-12-26
a47d7520-a4b1-476a-a686-33b5f0f9f4d5,1177,77.21,Monthly,2025-01-14
1ba5d206-10a4-47a8-b90d-21b314b530da,2546,54.18,Roundup,2024-09-17
270eb46a-53a2-41ad-8bbf-3b2a1ad9d12a,31,73.57,Monthly,2024-04-23
dc9cfb58-c6a2-474d-b20c-1c30afd59f4d,817,58.1,OneOff,2024-02-09
3e6d08ab-5fab-48e0-9692-b6ca07a4f0e9,1808,4.15,Monthly,2024-11-07
fd02f335-da1e-4a4c-9cb2-8b1f88694cc5,734,89.02,Monthly,2024-10-12
ab126be0-7b54-4257-b4f9-27f00e1affbf,2258,2.55,Roundup,2023-11-27
0bb1295b-d554-4471-97c5-8d5d15939a91,2713,49.49,Roundup,2024-07-18
9bd7b3be-6b98-4fd3-8a76-8ac0ef727e70,2238,59.47,Roundup,2025-04-20
5b4c21dd-d345-4958-afa8-2b7a49dba58e,611,27.81,OneOff,2025-09-11
9343a297-938a-4f02-bc7f-630e1574dd3f,2084,12.01,OneOff,2024-08-25
5a60aad7-e6e4-493d-9ef7-60610d337c94,582,45.38,Monthly,2025-02-24
c5b0957b-a131-45d0-a54f-c6ce05db908f,2199,56.08,OneOff,2025-11-11
439f3eda-34f5-4d2c-abd2-e8ec70f4a8e5,2097,50.21,Monthly,2024-10-07
ddb198a8-888d-4839-9692-65f13b5c8437,2044,5.28,Monthly,2024-05-13
31a55a7d-171d-41f8-a47a-c7c1c9c7c0cf,1546,60.45,OneOff,2023-12-06
929b2ae9-38bf-463f-bbf8-7f24fb15318e,2074,35.72,Roundup,2025-09-27
3b6445f4-90a6-44af-9e09-237f09a6c04f,2217,4.36,Roundup,2025-06-05
5113292d-2682-4cfe-b353-b06681633ebb,1806,4.27,Monthly,2025-07-24
0f7247dc-98a5-49f4-ba64-2b81d9414b32,1360,75.85,OneOff,2025-03-22
ca6a4ff8-be49-4c28-996a-7d227378447a,46,73.15,Roundup,2025-09-25
bb5eac93-4acd-453e-8b10-530e688599af,124,45.46,Roundup,2025-05-16
c1605dd6-01eb-452b-98a9-cbc73561dfc8,2870,5.3,OneOff,2024-08-20
3aeaed90-4ebc-4052-af67-f1ff96070794,30,70.54,OneOff,2025-08-09
d7b2c1ee-b981-4274-ab0c-5da925b17df8,514,22.71,Roundup,2024-01-17
23879cbc-0bfc-44f8-bdcf-07bd7d95cd81,381,20.37,OneOff,2024-07-26
7510470a-0351-43e5-b194-3286b691b2c6,708,31.24,OneOff,2024-03-21
45a2495d-ea25-47fc-9e3b-96cf5d14d966,2016,55.92,Monthly,2025-03-31
0c47ab84-05fe-4478-ac68-280df1ebd382,2896,31.18,Roundup,2024-01-05
0a7e508c-7262-4149-86f5-19e5341df8ae,644,87.08,Roundup,2025-02-03
f6a7fe5c-b6fe-4756-8c9c-5bdbc53e88b5,1146,28.17,Monthly,2025-03-26
49c0320f-8aa1-46cc-acea-b796752a4791,2855,16.44,OneOff,2024-09-12
26e3b4b1-1388-4c07-8748-406c2d09a770,608,94.19,Roundup,2024-05-07
33d0cedf-0438-43b5-ab43-18c50d43b49f,2119,83.13,OneOff,2024-09-10
529a82ba-546f-4f32-8d93-bff9072627e7,530,90.88,Monthly,2025-03-24
605396b7-adcb-4108-a0b8-aaa38b375e53,2642,1.04,Monthly,2024-09-05
9d4bec86-533c-45b6-a6e3-8227d99cd0bc,465,44.77,Roundup,2025-03-21
3064e240-f8a6-4016-a05c-e721de653d84,2745,49.1,Monthly,2024-08-29
6b197ad9-4beb-4cb3-b00e-ddc40e6d2d1c,217,64.44,Monthly,2025-10-15
b1ed51d1-9bd8-4009-a3ba-1a594f4a9bef,990,61.16,OneOff,2025-07-26
6152d0c5-c8f4-42e5-aaf1-d95013856eb4,1108,1.9,OneOff,2025-06-10
98032373-70a2-4410-96df-5da971204105,378,40.77,Monthly,2025-03-26
3fa8f980-6251-4b85-afcf-d530699bd1fa,324,52.09,Monthly,2024-04-08
da11b726-5b6e-436b-8b64-7939d717901f,2735,94.91,Monthly,2024-05-05
ede0b82d-e8e7-4566-b313-ca5dc6dc51fd,1428,31.07,Roundup,2025-05-19
860adcd2-0cd5-4413-af72-d5df97f17b20,355,3.55,OneOff,2023-11-20
d9e66565-e85b-4e62-9609-250cac2f5533,432,84.71,Monthly,2025-06-28
b44ad44f-a71d-49cd-9d76-1b754d32a562,722,50.95,OneOff,2024-08-23
cc57e6e2-fe5d-4569-8f27-75cc40539e2c,615,33.13,Roundup,2024-12-15
09f694ed-5c97-480b-b0c4-29875965a401,330,51.83,Roundup,2024-05-07
cebb77b2-a186-4c5e-9662-f930bf5a3f61,52,20.77,Roundup,2023-12-17
85cc6716-9193-4760-91e6-3044a2b2f1d4,645,73.03,OneOff,2024-03-10
a6618750-9608-4edc-b53c-3c0d7dfa7a0d,2309,32.85,OneOff,2025-07-25
ff277712-e682-4218-810b-651553dd7365,661,81.78,OneOff,2024-07-08
540b3cc2-6b98-4020-b7ba-57e06456969d,980,99.98,OneOff,2024-04-18
4707f3d5-5617-4868-bd63-468a3a5f2696,1843,22.62,OneOff,2024-03-11
6d5d9cf1-2657-4524-8b20-9a8c7b5bc14d,1747,16.13,Roundup,2024-09-01
873da29c-6fa9-4a81-8d6d-c7a54a4dae83,602,1.0,Monthly,2025-03-30
c78ee449-f688-414c-befc-ad7d7df6c524,1583,69.63,Monthly,2024-10-17
aa561ab8-c337-442b-a7f7-de4fd0b1f871,2172,30.77,OneOff,2024-03-16
d2c17c35-ce9c-4701-a319-e66062d1f2e8,952,65.04,Monthly,2025-10-23
e266a278-1148-4654-971f-87369c4bcbf2,2775,60.1,Monthly,2025-01-17
0325e2a6-fc59-4585-be2a-44a09a96a7db,550,53.08,Roundup,2025-07-07
9aade795-6dad-417f-a82c-4447a91ccf8c,468,58.34,Monthly,2024-08-09
bf014fbf-7cb0-402d-af6b-7f867c4867f3,1899,80.02,Roundup,2024-01-10
d3bd691e-0bae-4f47-b678-b6a6df3501c3,2052,15.83,Roundup,2023-11-19
c930646b-8239-4d3e-9eb5-47a18353ac7f,1893,37.87,OneOff,2024-06-10
69de4964-c54b-47cc-a1d9-71ab945fc7f4,1282,65.87,Roundup,2024-08-09
eb43bb88-38e8-4974-bbd7-23e2943430e0,698,67.13,Roundup,2025-08-18
41e4ff3e-13b2-4a54-bd81-777146d71be5,1380,74.79,Roundup,2025-06-04
479e0bcd-ab89-416a-9b56-d7418ca16762,252,47.47,OneOff,2024-02-19
0f86c89e-b526-4ddb-b80f-f8c3f2d535d0,1513,50.22,Roundup,2025-06-29
3af9f2a2-ff4c-4a61-8067-02a55dcaa94a,1878,32.86,Roundup,2024-05-08
4c8fdaf0-3efa-4976-80a7-84c59179e484,2345,2.58,Roundup,2024-01-01
94a3625f-a7b9-47e9-b2b6-5338472808f8,647,8.63,Monthly,2025-09-01
cf9b751c-1e60-4507-a507-681e7faed62f,2331,43.95,OneOff,2024-10-21
401dd809-5845-4c42-aa13-87cd6d3d1a3f,2370,37.9,OneOff,2024-09-23
0203e3b5-c47b-4276-92fa-e3d306fc5a6e,2011,77.46,Monthly,2024-09-11
1976b45d-bba4-4fce-9611-53610c10c71c,1979,6.18,OneOff,2024-11-23
13d9aa0b-6ae9-4a99-8a98-19dbfdbb928c,2890,74.76,OneOff,2024-09-21
1bfa99c8-c2d3-4517-a2ca-7e6ac53e184b,2275,22.13,Monthly,2025-03-13
9dfa5cb4-7080-4f39-a79e-8f1a16783528,565,34.83,Roundup,2024-11-22
b21c9f62-d545-4c46-ade9-7e7f67d87f59,2155,59.07,Monthly,2025-11-05
ab8fa5f3-15fa-444a-a902-2b27ad75f661,2059,83.67,Monthly,2023-12-12
d6f72b20-c7e1-4674-92ae-b55127564a14,2141,63.71,Monthly,2025-07-22
5c090964-e966-4f65-b9e4-4a254d1f5568,969,55.26,OneOff,2025-01-02
a1cf6250-bc25-4b37-b957-9dca1be4a1df,974,55.59,Roundup,2025-07-26
3a006991-04fd-42b2-abfa-93b648a510fa,578,91.65,Monthly,2024-02-28
2b67c360-539b-4822-a941-bde693f630f9,994,50.72,Roundup,2024-04-12
eb41b4ea-2d0d-42c0-ac15-011f9b938100,1612,36.08,OneOff,2025-01-06
4a05d8a0-36e6-431d-b923-d7fff012c57e,1479,1.85,Roundup,2025-05-25
62c6dd50-ab49-4f4e-85b0-8cf9a3ff7188,1253,56.79,OneOff,2024-01-16
4dde3c99-ae17-4ea4-a568-ee8c02dc2aba,2728,46.13,OneOff,2024-05-30
6ee1e3c0-4e3f-4792-8977-0a73f16d6072,1304,96.77,Roundup,2025-01-02
7d5e77b2-397d-470a-955f-0a1d03a52c6a,2303,74.1,Monthly,2024-08-18
bd7d6730-9bd3-4fd8-b528-90defe71e03e,2047,34.95,Roundup,2025-02-04
d2633b9a-dddb-43d4-9168-2fc2e745314d,1313,16.21,OneOff,2025-02-06
2056f7c5-6aaa-4be2-904f-b5b36ee55e00,1428,47.03,OneOff,2023-12-26
3bf56dbb-6e97-4401-8db6-ce6171371a5f,2668,58.34,OneOff,2024-04-03
06de3cb8-0957-4a3e-bd4a-540980517803,2427,40.08,OneOff,2024-05-31
78f92104-628e-4c51-bbea-34611132f70b,202,40.91,Monthly,2025-11-05
1dc7e033-2d85-462a-bd52-5d8b74c27140,1365,64.56,OneOff,2025-01-13
871e6d67-f633-4493-a4b0-fa1375cbf8b3,1185,49.35,OneOff,2024-01-13
82429552-11a0-4791-a4ba-d00b37bc553a,2974,38.93,Roundup,2025-08-10
eaa25962-ac14-4c0b-9e2c-54d70d5b51df,1374,29.09,Roundup,2024-11-08
5ca79f6e-689f-482a-aa46-1c8d9f9c0d73,633,61.32,Monthly,2025-01-18
bb067589-f68d-4caf-90f3-6d78ad972c29,2164,42.36,OneOff,2024-03-24
33dfa79f-5a6b-4c7d-a43e-47728d381852,541,77.41,OneOff,2025-09-10
e5b25ec0-4f9b-4abd-8ba8-c19367bd1e1f,2672,25.94,OneOff,2024-11-27
73df83fc-0617-4808-b56f-243c3d726473,1195,43.6,Monthly,2024-02-22
ab9c7497-e82c-4356-aab4-bd297e0559a4,1838,17.99,Roundup,2025-07-27
ba90f4ee-cbab-41fa-9361-6eeff2646e88,1046,15.93,Roundup,2025-09-26
605201dd-62c3-4219-9af1-407ba6d5f442,659,69.62,Monthly,2024-10-15
